business_id,latitude,longitude,review_count
9c7MUiE6VI8NesjPdj5FkA,39.95367910,-75.15510810,14
2fJ-WxJlUN6azp3bzrJ0zA,39.93445213,-75.15440154,14
4wq9bzoCe3Mh0cPbYH1eDg,40.00904500,-75.15047100,14
WMkiheTT-8kRslImVLWMVw,39.96414000,-75.14051440,14
vVfy055EfLMdd0yJYHxiMQ,39.95521670,-75.15742680,14
4J06--ty2Ydj1---IsArLw,39.92889760,-75.16447267,14
hkirr3WzSTx2d9cdP_NKSQ,39.95270600,-75.17347700,14
PYUI1OJVksGUbCrteU68bw,39.96207000,-75.14104000,14
Qw7tz-UkPrpXaVidWuab4Q,39.96557300,-75.18096900,14
P2Lm1g_RztvIaH4daQsXoQ,40.05385700,-74.98396000,14
vF_QwGltBpVesMMGclzB9Q,39.94242471,-75.14568239,14
IGxrAQcqw8Mr1x9WLXQsNA,39.94103640,-75.16086860,14
B9Z3i-n9y9FfMU3CQxtThA,39.97055120,-75.13011840,14
QWqKTWQ2OiDgo3dzNkpung,40.05206430,-75.12739390,13
IvAa7PvfOYl0xRML5W3ebg,39.96097062,-75.14690800,13
AnhgZCyjhzU8JVxl2ftJKQ,39.93025860,-75.15799640,13
bLJP0fVgscuUQy0hE_CRXA,39.94905120,-75.15988800,13
oJxsRgj8Un9VAPXpaDuufA,39.95172415,-75.16018290,13
YBak8o0xCiNN4sXr3izLbg,39.96736960,-75.13452920,13
ktM6aYuzqWd-kA8SIWswiQ,40.02473500,-75.22226730,13
DhZVpgeBKxoLd91MiwTxpg,39.94776420,-75.16969770,13
AmI3LIUNwsi4023hOVGu3w,39.94233548,-75.14130810,13
44Xh-IjWDSn7XTw1hzO50g,39.95346182,-75.15932131,13
4_W5pstoN1166TGjjPOrMg,39.96130180,-75.15931180,13
GAuweBrcC_wK3a0UhZjwfA,39.97714200,-75.12720200,13
4_VDvhKpKSsj7jZYdocZYA,39.94778300,-75.16777390,13
pm1bStJuol5XmxE_atZhCQ,39.95249290,-75.17029430,13
G9LZoNlCfRH941q87_JLIg,39.95022171,-75.16655300,13
mVV95BIwhFOa7TNH9pVMGA,39.95051977,-75.16815172,13
woTZpX92uByUgliPrh39Mg,39.95017440,-75.16593359,13
tcvNBC65Gsa4cH1_gyucpQ,39.92966000,-75.16300300,13
I2ISRV7IybkMc3HEYKUE9g,39.94827100,-75.17442500,13
XJnTY0wG45x9GBrgfNpkCw,39.94849060,-75.14446750,13
SGi8AJhR8iS-LsQwcMOAVA,39.94838170,-75.14389704,13
PJjkH_VZeQwxEJvlQ-v7wA,39.93722129,-75.16284346,13
tYn8hGpZiRgJ8cP2FcI_YQ,39.95574546,-75.16984370,13
7NwFNLC0SwX1SwQYlfF5yw,39.95040110,-75.14636840,13
oyA87-Q_vqnmxVOn_auJQQ,39.95437510,-75.15592900,13
JVDHxMnKjif8XdXVFWiClg,39.95065110,-75.16833460,13
9_B5sCqKBOKDAmYpByiFFg,39.94801330,-75.16935850,13
6F-6mFFNw2YXN7lD_Gukcg,39.95008100,-75.16214800,13
8kUh6TROemLfbVR_ewVVLg,39.93648860,-75.16221390,13
lZX5_8qspEXtMJGFQ0-Mow,39.95253400,-75.16057800,13
gjFUrbSMo1rA1jgG5IhA2A,39.95477680,-75.17267244,12
GWv1-6HFvZf4cOy1J6_CKQ,40.02588650,-75.22509710,12
a62d7e_xXeljJcOUHkJjkg,39.93064710,-75.17072860,12
rgSHLh2Le0Un82FDxbq0mg,39.94890100,-75.14578700,12
oziGQYLaEWOpNmPKrZP86g,39.93933734,-75.15974273,12
Oun4NN-u5yiHIxDqtJnxgA,39.93222300,-75.14746300,12
fN12ywQpLXQ93bpwe1N_Ww,39.94975120,-75.16999690,12
_UOg5_pk9IhKee91eWrT4A,40.02910300,-75.02726190,12
wocwfwSFrNfYJRyfYSi1Cw,39.94811280,-75.15364770,12
Z5po0aTuzKKblek5y6Sp8Q,39.95036310,-75.16622460,12
JPfe9B-RLrE5Nz75kcKImQ,39.94357100,-75.16599290,12
KDplhtRYnHOCnuIjIGR8fA,40.02382291,-75.22012711,12
7mpYTDb24SywNMRn3yeakQ,39.94187660,-75.14519880,12
fEqiXG_B-fn__w0aeF3nBQ,39.92941480,-75.16371550,12
SADPX8WX34EQDj_jqtacMw,39.95547710,-75.15729870,12
YqmClmk7oLcDzPWKHzgA-Q,39.92721600,-75.17147700,12
BnprLJ4Lr33--YjTmgk9Zg,39.96027280,-75.16923940,12
nF5QByCz21MY0KLtSoB5KA,39.91221730,-75.18276410,12
0OsR9lO16jxa0xWUY57s9g,39.94870510,-75.15315969,12
1OfhM-ZKvcpxyxptCCzEwA,39.95029430,-75.15098100,12
gYYMQeg4X8FUcCxXI4c2Tw,40.04561110,-75.06092070,12
wHkYLlZyPXllrQRlvidUlg,39.94970140,-75.14427450,12
3eJMsl41qwhcYlvoTF1ElQ,39.95032300,-75.17053800,12
vUkiYPpbkMXA99WneLSGkQ,39.95377846,-75.15704532,12
jEasa4Sbzy4NdLyzPPgQyg,39.94847390,-75.14355560,12
838bEDzZSPveDkAGrhVWYQ,39.95572180,-75.15677260,12
eoN0GAIRV0WmwUm7FmzKgQ,39.95594970,-75.15716030,12
S9IFCU4FKCqEriV1Rr2ZcA,39.95371270,-75.14344476,12
ueAkLzWFFTzQkq3jzyBlnA,39.95539220,-75.15469770,12
mcyhSRV0kcO57QP7al2HGA,39.94452232,-75.17270687,12
e4MoozYGqe_rb4_ZC1rYMQ,39.95272500,-75.17290160,12
U30ggGzFpXvc2NZYwOW3qg,39.94866391,-75.21583154,12
85e8Uyn8tIyEZCqBP80rqA,39.95008087,-75.16200000,12
gCcJTKC40CL0XtYYGfcXDw,40.02477400,-75.22143540,12
gQCKrqkalAc--4cuW_C_Ow,39.98048300,-75.11303000,12
t6g6Lj8WzjIXXucCl9jdTQ,39.95508060,-75.15617480,12
WYel6hMEEPNwzVUlVBacbw,39.95072311,-75.16750087,11
9A5Gw0At6so0x-vWM0_JZw,39.92901500,-75.15173650,11
CiTYWOKcXTZYztsT43wb5g,39.96741700,-75.16821700,11
s9ceDy-cVHe0uzvZpWq87Q,39.95368150,-75.15542730,11
WgyhlYg3fnSgco4qLa20cg,39.95066280,-75.17393320,11
KscVqYYG7ziAroZhfNb0Ng,39.96439500,-75.16122700,11
4_-IcMpkF_sBRHomWZHNzA,39.94146230,-75.15238523,11
4tU9hlfzrCpcGWTIm-OKVA,39.94963800,-75.17067100,11
kkcQYuF3w5iHnHMf0EnRhQ,40.01851310,-75.05813720,11
XU3Fe8I8dD3FaOmzAQXLnQ,39.94858470,-75.17444270,11
qaDImxPguQz0jToNYvB1Eg,39.92458400,-75.17267600,11
KyDcAU41QDQpYAFyK6Q6hg,39.94556540,-75.16278080,11
pW5DXTpKnw3y0fopipbJVg,39.95595866,-75.19065067,11
s2JiYzE7i68cXIV6YEcVTw,39.95282100,-75.21044200,11
eLAd1Jw-g1NKymBx1XPDoA,39.92755900,-75.16605700,11
XsfuqDqw9eOaQ_2FCv5MuQ,39.94917610,-75.15971400,11
SPEXSaryxJmVpy8QoRz7Tg,39.94817820,-75.21688650,11
oXr3EhnQCqA8SNWIZ3H4Fg,39.94374110,-75.16734740,11
qJxOT7bo-PdW1-xx3nK8SQ,39.94898600,-75.14377000,11
OChSrnaj5tQ1-wm7zoVT4w,39.96071601,-75.17013195,11
Ou-_OQUNvBcaAoRU0XPtaQ,39.95020820,-75.16184400,11
9w6o_eyKCSNKgMtAuv6KWg,39.96772901,-75.14067171,11
Sk1WdGuaCNQlQZ_u_JE0Ew,39.92712430,-75.16633750,11
QhgrhVKlXZtSY6gRThf8zA,39.92898980,-75.16474150,11
QKVX66UREuD6aQ0x_F17wA,39.93467800,-75.16053900,11
D5V0Fawd6ODVgqCY8xngsw,39.95174610,-75.16022860,11
f2RHDdXezLHILvM7v1xOVA,39.93613000,-75.15913000,11
PVVFos1LDfD7iETY0w4vaA,39.95021500,-75.16634600,11
sdWuLh-auc0nC2Jy6_26AQ,39.94842230,-75.16929010,11
Og1HekJMHKqsvtWaUp9V8g,39.95380771,-75.15862994,11
LO5yBY9uoowtq7FsaKPJXA,39.97149570,-75.12735890,11
5nqWNo7uVU1Zxm4tjnvkUw,39.95214233,-75.17028712,11
Mt6XTQfwk2DUD3AK29YIBg,39.95124280,-75.17411480,11
uJZgom8HpK74xz8IojpT0A,39.97079900,-75.13498943,11
4hv1n1VBzMvE-T4UtIcOcw,39.95131100,-75.17006530,11
9qXd3Frdpw2NFesclk7nPg,39.94873200,-75.15917860,11
Yu401DtSmkXpJhgXnQcFrg,39.95544000,-75.15698900,11
hL76rhaLE86ZJvZBuMeb6Q,40.02560090,-75.22349810,11
lWedWkinrM5j13pyimbpbA,39.94404300,-75.16951270,11
arKiXax3ScSM_z3O-0CIyw,39.94870600,-75.14268700,11
vuE1iseFrgNPumUEfHIZZQ,39.95210343,-75.17473791,11
Ea4G-2lAbodTM7FBaSO-tQ,39.96150770,-75.14508650,10
PgUoeGam08nCaLWJwrmrWQ,40.02913190,-75.20631220,10
c3a5La0D2L51qXVE7DIJLg,39.95187680,-75.17380200,10
1UNorskttXSWuEcgzKzXcA,39.94287420,-75.14564490,10
H3EK1Q8tqRGqPBps05Uahw,39.94120400,-75.16512700,10
jziliEq8Zum-EynD5v-Hvg,39.94978600,-75.15262300,10
AV0oofqbYjWYXPQzxNDj2w,40.07983510,-75.02857690,10
vpNJJNVgVmf2u1lfdFh81w,39.95230400,-75.17153990,10
LzVvcVm48zYIcQnwLKt1oA,39.93789230,-75.14460100,10
NJe5fkia_63rdKXRdJlmkA,39.94919870,-75.16184950,10
qBwOLby0sOJd3QG1o76W2w,39.95178050,-75.17291520,10
XQWZQjC73fCTRGWnD18-Eg,39.95144890,-75.17052130,10
RleiW2_QLyxgNjFfqDoZpw,39.96957880,-75.13838320,10
7cpj7hjDTX5fb-6pYcZiGQ,39.93906000,-75.14959000,10
zwd4dyQ5ovnjVojWfAuhMw,39.94864880,-75.14463050,10
eMiN8nm70jjKg8izikVWDA,39.91141750,-75.17451110,10
gwxNttwUgmOn3vsHYe0pDQ,39.96712800,-75.17237800,10
Gr6nYrQ_-3p4LcE4M84lTw,39.95702395,-75.13748351,10
dYinIkKBspHV5hSaukklFg,39.91962800,-75.17137620,10
V6Om7YZhlRQRU7WfuxHq8Q,39.95332247,-75.15900008,10
9-tZDrMjJYBbpCJoU3WXAQ,39.94405320,-75.16996350,10
SIoCIxjn4jLt2O-4DajWJw,39.94979400,-75.14473900,10
V_jy9Aemc3kjznqhbsu_Dg,39.95012500,-75.15879310,10
3wg8xiywSGA96DWCF0WOLw,39.96620979,-75.16037369,10
a_fp9I18WcbP86rQ4c_QZQ,40.12269880,-75.01623090,10
bN_9QgxdOIk4oK-6fBDJtQ,39.94517948,-75.17718969,10
6GXMHrB8u-3nq87zE1Av0w,39.95363092,-75.19298463,10
0S3TvsmbCeOZ9UitnpRd1A,39.95183280,-75.17339400,10
YN4Kk751tmdvoarGo8z7_A,39.95539210,-75.20261950,10
VwZ5NDbIu3elGQI6MzcXBA,39.93776526,-75.15832431,10
zujdPV3HT-Y-CKE1GgkMHQ,39.94841010,-75.17413300,10
Iyopb5uFIBT_HOgp8ipSfw,39.93768670,-75.16104350,10
Biidj3QszVuVO0Q85g5NPw,39.94829210,-75.21701370,10
K6hAv8V2cTuXQtU3VHAD6w,39.93842740,-75.15615570,10
_PvljXZHQlUmL8SuOXF8ug,39.95351710,-75.19263644,10
lFYqN66bnwx8MiaIAtesoA,39.94828940,-75.16396340,10
rOspf7E1Y8YAbVXTZyl-tQ,39.97684230,-75.12776430,10
e-ZyZc24wgkKafM3pguR2w,39.96997450,-75.13020680,9
688sqo63oc2y535vI2UbhQ,39.95331320,-75.15652350,9
yB2OawAQ_U8qwv7gu1huMg,39.95129730,-75.16657740,9
cFSyJluKa2SHtgMMvlx6SQ,39.94065178,-75.15761362,9
bIGFd99r3iUNB0xshlZ5Sw,39.94443660,-75.17080630,9
DsKzHnkLKnxZTVsFpts4oA,39.94928050,-75.14892880,9
ziyXteCmNmRprs10buP2iQ,39.95679610,-75.20883600,9
ZVu9TDpTvIgCN8x6IY-KmA,39.91402040,-75.15298390,9
3FKIev7ZB_KE6XHL9sUJCg,39.94808900,-75.15921114,9
h7n599RGtvFLmLycugT2MQ,39.92935220,-75.14547380,9
zpKTPWoW56wF6d9qNnxM3Q,39.96733130,-75.16582160,9
ZNWox30LIv7hV5k5YP8tCQ,39.95407090,-75.15768180,9
oDlF5bfcQrYkjK4D4_Nw9A,39.94050630,-75.15452270,9
KQgCflC8eqJU5kvJkByXzw,39.95354230,-75.15745520,9
MF5-JPr0auUkY_WLTTVUaA,39.94486085,-75.16520790,9
qcguEeAMP0XwFLYqhwX2hg,39.94362000,-75.16645730,9
jCKjT0w6BnPxNSZO9Q2uuw,39.94732573,-75.15431140,9
ZCj5o6j6_0JjGOe04WoLsg,39.94212390,-75.15443800,9
2PWmnUV2Leb2Loj0TqxCMA,39.95334932,-75.19351871,9
ghFNIv9_Bde6uquScRZD7g,39.98070473,-75.12823435,9
vl4uDnmI6lM9zBcAR--84w,40.02531480,-75.21139880,9
L0c6-mnkcV9fXLk0--dkWQ,39.94731000,-75.16655191,9
eY8exh1aLVVhW6z_M0u_Eg,40.03593692,-75.10795423,9
4qG7aFq9-45830OfYt7gCA,39.95661100,-75.14633770,9
u7cZUEGK6iJP2gvI22xY2A,39.98036760,-75.12303440,9
Lw1gzZZGI2GFQc6BI5zyJw,39.96039500,-75.16967500,9
A9bqf3aoiQXX9WBswewivg,39.95193471,-75.17568121,9
